# progenitor mass [Msun], total dust mass [Msun], Al2O3 [Msun], Fe [Msun], Fe3O4 [Msun], MgSiO3 [Msun], Mg2SiO4 [Msun], AC [Msun], SiO2 [Msun]
13	2.738e-01	1.605e-04	0.000e+00	1.602e-01	1.895e-06	0.000e+00	1.134e-01	0.000e+00
15	4.131e-01	3.216e-03	0.000e+00	1.789e-01	1.022e-02	2.669e-03	2.181e-01	1.855e-05
20	1.018e+00	2.713e-02	0.000e+00	4.334e-01	0.000e+00	1.558e-01	4.013e-01	0.000e+00
25	1.195e+00	3.460e-02	0.000e+00	3.810e-01	0.000e+00	5.067e-01	8.103e-02	1.920e-01
30	1.601e-01	1.135e-02	0.000e+00	4.149e-02	0.000e+00	1.050e-01	2.188e-03	0.000e+00
40	2.427e-01	1.624e-02	0.000e+00	5.359e-02	0.000e+00	1.378e-01	3.504e-02	0.000e+00
60	2.768e-01	2.336e-06	6.039e-02	0.000e+00	0.000e+00	0.000e+00	2.164e-01	0.000e+00
80	3.405e-01	0.000e+00	7.790e-02	0.000e+00	0.000e+00	0.000e+00	2.626e-01	0.000e+00
120	4.593e-01	0.000e+00	1.229e-01	0.000e+00	0.000e+00	0.000e+00	3.364e-01	0.000e+00
